sg_uf,ano_arrecadacao,mes_arrecadacao,co_tipo_arrecadacao,va_arrecadacao,DATA_BASE
PB,2019,1,399,526841601,2019-01-01 00:00:00
PB,2019,1,409,34758601,2019-01-01 00:00:00
PB,2019,1,419,1828714,2019-01-01 00:00:00
PB,2019,1,429,1677505,2019-01-01 00:00:00
PB,2019,1,439,4616292,2019-01-01 00:00:00
PB,2019,1,499,42881113,2019-01-01 00:00:00
PB,2019,1,999,569722714,2019-01-01 00:00:00
PB,2019,10,119,661190.4,2019-10-01 00:00:00
PB,2019,10,129,77863837.48,2019-10-01 00:00:00
PB,2019,10,131,96001071.84,2019-10-01 00:00:00
PB,2019,10,132,96031555.27,2019-10-01 00:00:00
PB,2019,10,133,9035581.48,2019-10-01 00:00:00
PB,2019,10,134,24051690.49,2019-10-01 00:00:00
PB,2019,10,135,3980787.84,2019-10-01 00:00:00
PB,2019,10,139,229100686.92,2019-10-01 00:00:00
PB,2019,10,211,879908.49,2019-10-01 00:00:00
PB,2019,10,212,62515849.36,2019-10-01 00:00:00
PB,2019,10,219,63395757.85,2019-10-01 00:00:00
PB,2019,10,221,10754060.94,2019-10-01 00:00:00
PB,2019,10,222,86387701.93,2019-10-01 00:00:00
PB,2019,10,229,97141762.87,2019-10-01 00:00:00
PB,2019,10,239,383188.66,2019-10-01 00:00:00
PB,2019,10,249,22695019.21,2019-10-01 00:00:00
PB,2019,10,399,491241443.39,2019-10-01 00:00:00
PB,2019,10,409,31377367.25,2019-10-01 00:00:00
PB,2019,10,419,3741897.97,2019-10-01 00:00:00
PB,2019,10,429,1906626.16,2019-10-01 00:00:00
PB,2019,10,439,5715336.86,2019-10-01 00:00:00
PB,2019,10,499,42741228.24,2019-10-01 00:00:00
PB,2019,10,999,533982671.63,2019-10-01 00:00:00
PB,2019,11,119,635558.19,2019-11-01 00:00:00
PB,2019,11,129,73819369.74,2019-11-01 00:00:00
PB,2019,11,131,99993093.21,2019-11-01 00:00:00
PB,2019,11,132,95160950.2,2019-11-01 00:00:00
PB,2019,11,133,9474963.52,2019-11-01 00:00:00
PB,2019,11,134,23012451.49,2019-11-01 00:00:00
PB,2019,11,135,3926883.35,2019-11-01 00:00:00
PB,2019,11,139,231568341.77,2019-11-01 00:00:00
PB,2019,11,211,872068,2019-11-01 00:00:00
PB,2019,11,212,64714279.81,2019-11-01 00:00:00
PB,2019,11,219,65586347.81,2019-11-01 00:00:00
PB,2019,11,221,9451047.9,2019-11-01 00:00:00
PB,2019,11,222,122326547.3,2019-11-01 00:00:00
PB,2019,11,229,131777595.2,2019-11-01 00:00:00
PB,2019,11,239,467531.36,2019-11-01 00:00:00
PB,2019,11,249,21470610.29,2019-11-01 00:00:00
PB,2019,11,399,525325354.36,2019-11-01 00:00:00
PB,2019,11,409,19064026.91,2019-11-01 00:00:00
PB,2019,11,419,3569347.93,2019-11-01 00:00:00
PB,2019,11,429,1566429.26,2019-11-01 00:00:00
PB,2019,11,439,5289080.45,2019-11-01 00:00:00
PB,2019,11,499,29488884.55,2019-11-01 00:00:00
PB,2019,11,999,554814238.91,2019-11-01 00:00:00
PB,2019,12,119,716393.5,2019-12-01 00:00:00
PB,2019,12,129,85037000.47,2019-12-01 00:00:00
PB,2019,12,131,104676819.17,2019-12-01 00:00:00
PB,2019,12,132,115427864.72,2019-12-01 00:00:00
PB,2019,12,133,10770974.77,2019-12-01 00:00:00
PB,2019,12,134,23861508.89,2019-12-01 00:00:00
PB,2019,12,135,3725927.61,2019-12-01 00:00:00
PB,2019,12,139,258463095.16,2019-12-01 00:00:00
PB,2019,12,211,869355.25,2019-12-01 00:00:00
PB,2019,12,212,66123025.66,2019-12-01 00:00:00
PB,2019,12,219,66992380.91,2019-12-01 00:00:00
PB,2019,12,221,11168898,2019-12-01 00:00:00
PB,2019,12,222,101179619.34,2019-12-01 00:00:00
PB,2019,12,229,112348517.34,2019-12-01 00:00:00
PB,2019,12,239,531902.66,2019-12-01 00:00:00
PB,2019,12,249,21812370.53,2019-12-01 00:00:00
PB,2019,12,399,545901660.57,2019-12-01 00:00:00
PB,2019,12,409,23173316.96,2019-12-01 00:00:00
PB,2019,12,419,3207554.02,2019-12-01 00:00:00
PB,2019,12,429,1542573.1,2019-12-01 00:00:00
PB,2019,12,439,6742577.8,2019-12-01 00:00:00
PB,2019,12,499,34666021.88,2019-12-01 00:00:00
PB,2019,12,999,580567682.45,2019-12-01 00:00:00
PB,2019,2,119,675354,2019-02-01 00:00:00
PB,2019,2,129,74223821,2019-02-01 00:00:00
PB,2019,2,131,85615985,2019-02-01 00:00:00
PB,2019,2,132,95561216,2019-02-01 00:00:00
PB,2019,2,133,7333884,2019-02-01 00:00:00
PB,2019,2,134,26686351,2019-02-01 00:00:00
PB,2019,2,135,3993058,2019-02-01 00:00:00
PB,2019,2,139,219190495,2019-02-01 00:00:00
PB,2019,2,211,225073,2019-02-01 00:00:00
PB,2019,2,212,67041097,2019-02-01 00:00:00
PB,2019,2,219,67266170,2019-02-01 00:00:00
PB,2019,2,221,8729952,2019-02-01 00:00:00
PB,2019,2,222,86511939,2019-02-01 00:00:00
PB,2019,2,229,95241892,2019-02-01 00:00:00
PB,2019,2,239,386778,2019-02-01 00:00:00
PB,2019,2,249,19909814,2019-02-01 00:00:00
PB,2019,2,399,476894327,2019-02-01 00:00:00
PB,2019,2,409,29658187,2019-02-01 00:00:00
PB,2019,2,419,2714918,2019-02-01 00:00:00
PB,2019,2,429,1641047,2019-02-01 00:00:00
PB,2019,2,439,4788499,2019-02-01 00:00:00
PB,2019,2,499,38802652,2019-02-01 00:00:00
PB,2019,2,999,515696979,2019-02-01 00:00:00
PB,2019,3,119,579936,2019-03-01 00:00:00
PB,2019,3,129,67093595,2019-03-01 00:00:00
PB,2019,3,131,77568020,2019-03-01 00:00:00
PB,2019,3,132,83256308,2019-03-01 00:00:00
PB,2019,3,133,6806369,2019-03-01 00:00:00
PB,2019,3,134,23929569,2019-03-01 00:00:00
PB,2019,3,135,3448137,2019-03-01 00:00:00
PB,2019,3,139,195008405,2019-03-01 00:00:00
PB,2019,3,211,831907,2019-03-01 00:00:00
PB,2019,3,212,64724766,2019-03-01 00:00:00
PB,2019,3,219,65556673,2019-03-01 00:00:00
PB,2019,3,221,6184867,2019-03-01 00:00:00
PB,2019,3,222,100845645,2019-03-01 00:00:00
PB,2019,3,229,107030512,2019-03-01 00:00:00
PB,2019,3,239,162221,2019-03-01 00:00:00
PB,2019,3,249,18673966,2019-03-01 00:00:00
PB,2019,3,399,454105312,2019-03-01 00:00:00
PB,2019,3,409,36213141,2019-03-01 00:00:00
PB,2019,3,419,1859195,2019-03-01 00:00:00
PB,2019,3,429,1795820,2019-03-01 00:00:00
PB,2019,3,439,4409514,2019-03-01 00:00:00
PB,2019,3,499,44277672,2019-03-01 00:00:00
PB,2019,3,999,498382984,2019-03-01 00:00:00
PB,2019,4,119,998212.05,2019-04-01 00:00:00
PB,2019,4,129,76994753.86,2019-04-01 00:00:00
PB,2019,4,131,84767509.41,2019-04-01 00:00:00
PB,2019,4,132,94433367.64,2019-04-01 00:00:00
PB,2019,4,133,7563388.71,2019-04-01 00:00:00
PB,2019,4,134,25637315.42,2019-04-01 00:00:00
PB,2019,4,135,3902667.84,2019-04-01 00:00:00
PB,2019,4,139,216304249.02,2019-04-01 00:00:00
PB,2019,4,211,723770.69,2019-04-01 00:00:00
PB,2019,4,212,65817146.97,2019-04-01 00:00:00
PB,2019,4,219,66540917.66,2019-04-01 00:00:00
PB,2019,4,221,8403084.75,2019-04-01 00:00:00
PB,2019,4,222,81268302.71,2019-04-01 00:00:00
PB,2019,4,229,89671387.46,2019-04-01 00:00:00
PB,2019,4,239,209134.74,2019-04-01 00:00:00
PB,2019,4,249,18137650.88,2019-04-01 00:00:00
PB,2019,4,399,468856305.67,2019-04-01 00:00:00
PB,2019,4,409,38345726.09,2019-04-01 00:00:00
PB,2019,4,419,5276002.54,2019-04-01 00:00:00
PB,2019,4,429,1828529.28,2019-04-01 00:00:00
PB,2019,4,439,5042354.79,2019-04-01 00:00:00
PB,2019,4,499,50492612.7,2019-04-01 00:00:00
PB,2019,4,999,519348918.37,2019-04-01 00:00:00
PB,2019,5,119,1203283.54,2019-05-01 00:00:00
PB,2019,5,129,65391890.97,2019-05-01 00:00:00
PB,2019,5,131,84979281.05,2019-05-01 00:00:00
PB,2019,5,132,91907833.83,2019-05-01 00:00:00
PB,2019,5,133,7373195.12,2019-05-01 00:00:00
PB,2019,5,134,24692940.73,2019-05-01 00:00:00
PB,2019,5,135,3573737.46,2019-05-01 00:00:00
PB,2019,5,139,212526988.19,2019-05-01 00:00:00
PB,2019,5,211,745724.78,2019-05-01 00:00:00
PB,2019,5,212,68926439.76,2019-05-01 00:00:00
PB,2019,5,219,69672164.54,2019-05-01 00:00:00
PB,2019,5,221,7570772.53,2019-05-01 00:00:00
PB,2019,5,222,117172263.32,2019-05-01 00:00:00
PB,2019,5,229,124743035.85,2019-05-01 00:00:00
PB,2019,5,239,258950.65,2019-05-01 00:00:00
PB,2019,5,249,22811312.48,2019-05-01 00:00:00
PB,2019,5,399,496607626.22,2019-05-01 00:00:00
PB,2019,5,409,39290668.45,2019-05-01 00:00:00
PB,2019,5,419,12241762.32,2019-05-01 00:00:00
PB,2019,5,429,1714513.11,2019-05-01 00:00:00
PB,2019,5,439,6402060.45,2019-05-01 00:00:00
PB,2019,5,499,59649004.33,2019-05-01 00:00:00
PB,2019,5,999,556256630.55,2019-05-01 00:00:00
PB,2019,6,119,793929.59,2019-06-01 00:00:00
PB,2019,6,129,69304850.52,2019-06-01 00:00:00
PB,2019,6,131,85349250.66,2019-06-01 00:00:00
PB,2019,6,132,86092355.39,2019-06-01 00:00:00
PB,2019,6,133,7718379.53,2019-06-01 00:00:00
PB,2019,6,134,24750549.07,2019-06-01 00:00:00
PB,2019,6,135,3522572.57,2019-06-01 00:00:00
PB,2019,6,139,207433107.22,2019-06-01 00:00:00
PB,2019,6,211,841452.81,2019-06-01 00:00:00
PB,2019,6,212,67432334.41,2019-06-01 00:00:00
PB,2019,6,219,68273787.22,2019-06-01 00:00:00
PB,2019,6,221,6566590.07,2019-06-01 00:00:00
PB,2019,6,222,102412698.46,2019-06-01 00:00:00
PB,2019,6,229,108979288.53,2019-06-01 00:00:00
PB,2019,6,239,185252.01,2019-06-01 00:00:00
PB,2019,6,249,18659608.02,2019-06-01 00:00:00
PB,2019,6,399,473629823.11,2019-06-01 00:00:00
PB,2019,6,409,32937142.25,2019-06-01 00:00:00
PB,2019,6,419,2825480.13,2019-06-01 00:00:00
PB,2019,6,429,1272198.83,2019-06-01 00:00:00
PB,2019,6,439,4279852.16,2019-06-01 00:00:00
PB,2019,6,499,41314673.37,2019-06-01 00:00:00
PB,2019,6,999,514944496.48,2019-06-01 00:00:00
PB,2019,7,119,1022172.59,2019-07-01 00:00:00
PB,2019,7,129,69527105.01,2019-07-01 00:00:00
PB,2019,7,131,86718874.56,2019-07-01 00:00:00
PB,2019,7,132,101047836.63,2019-07-01 00:00:00
PB,2019,7,133,7620408.43,2019-07-01 00:00:00
PB,2019,7,134,24537418.95,2019-07-01 00:00:00
PB,2019,7,135,3961273.87,2019-07-01 00:00:00
PB,2019,7,139,223885812.44,2019-07-01 00:00:00
PB,2019,7,211,839098.38,2019-07-01 00:00:00
PB,2019,7,212,64029714.78,2019-07-01 00:00:00
PB,2019,7,219,64868813.16,2019-07-01 00:00:00
PB,2019,7,221,6853782.78,2019-07-01 00:00:00
PB,2019,7,222,93957562.49,2019-07-01 00:00:00
PB,2019,7,229,100811345.27,2019-07-01 00:00:00
PB,2019,7,239,313869.68,2019-07-01 00:00:00
PB,2019,7,249,19883274.81,2019-07-01 00:00:00
PB,2019,7,399,480312392.96,2019-07-01 00:00:00
PB,2019,7,409,40906710.9,2019-07-01 00:00:00
PB,2019,7,419,3294005.75,2019-07-01 00:00:00
PB,2019,7,429,1912526.11,2019-07-01 00:00:00
PB,2019,7,439,5214009.33,2019-07-01 00:00:00
PB,2019,7,499,51327252.09,2019-07-01 00:00:00
PB,2019,7,999,531639645.05,2019-07-01 00:00:00
PB,2019,8,119,1071758.65,2019-08-01 00:00:00
PB,2019,8,129,68673280.92,2019-08-01 00:00:00
PB,2019,8,131,89593371.35,2019-08-01 00:00:00
PB,2019,8,132,92347429.56,2019-08-01 00:00:00
PB,2019,8,133,10372729.79,2019-08-01 00:00:00
PB,2019,8,134,24108626.73,2019-08-01 00:00:00
PB,2019,8,135,3903253.34,2019-08-01 00:00:00
PB,2019,8,139,220325410.77,2019-08-01 00:00:00
PB,2019,8,211,928601.72,2019-08-01 00:00:00
PB,2019,8,212,62725334.8,2019-08-01 00:00:00
PB,2019,8,219,63653936.52,2019-08-01 00:00:00
PB,2019,8,221,7932041.55,2019-08-01 00:00:00
PB,2019,8,222,107642583.04,2019-08-01 00:00:00
PB,2019,8,229,115574624.59,2019-08-01 00:00:00
PB,2019,8,239,327828.16,2019-08-01 00:00:00
PB,2019,8,249,20052198.07,2019-08-01 00:00:00
PB,2019,8,399,489679037.68,2019-08-01 00:00:00
PB,2019,8,409,34433744.84,2019-08-01 00:00:00
PB,2019,8,419,5465447.22,2019-08-01 00:00:00
PB,2019,8,429,1823419.34,2019-08-01 00:00:00
PB,2019,8,439,5500049.42,2019-08-01 00:00:00
PB,2019,8,499,47222660.82,2019-08-01 00:00:00
PB,2019,8,999,536901698.5,2019-08-01 00:00:00
PB,2019,9,119,661952.46,2019-09-01 00:00:00
PB,2019,9,129,63693172.2,2019-09-01 00:00:00
PB,2019,9,131,92479220.62,2019-09-01 00:00:00
PB,2019,9,132,98602120.78,2019-09-01 00:00:00
PB,2019,9,133,8571043.31,2019-09-01 00:00:00
PB,2019,9,134,21963015.99,2019-09-01 00:00:00
PB,2019,9,135,4088755.73,2019-09-01 00:00:00
PB,2019,9,139,225704156.43,2019-09-01 00:00:00
PB,2019,9,211,899388.06,2019-09-01 00:00:00
PB,2019,9,212,61925206.23,2019-09-01 00:00:00
PB,2019,9,219,62824594.29,2019-09-01 00:00:00
PB,2019,9,221,9471715.65,2019-09-01 00:00:00
PB,2019,9,222,92392551.28,2019-09-01 00:00:00
PB,2019,9,229,101864266.93,2019-09-01 00:00:00
PB,2019,9,239,272507.2,2019-09-01 00:00:00
PB,2019,9,249,19837578.66,2019-09-01 00:00:00
PB,2019,9,399,474858228.17,2019-09-01 00:00:00
PB,2019,9,409,32959587.36,2019-09-01 00:00:00
PB,2019,9,419,2999488.96,2019-09-01 00:00:00
PB,2019,9,429,1841519.13,2019-09-01 00:00:00
PB,2019,9,439,5479268.66,2019-09-01 00:00:00
PB,2019,9,499,43279864.11,2019-09-01 00:00:00
PB,2019,9,999,518138092.28,2019-09-01 00:00:00
PB,2020,1,119,969991.5,2020-01-01 00:00:00
PB,2020,1,129,83035336.5,2020-01-01 00:00:00
PB,2020,1,131,106532068.92,2020-01-01 00:00:00
PB,2020,1,132,130924580.47,2020-01-01 00:00:00
PB,2020,1,133,9337839.67,2020-01-01 00:00:00
PB,2020,1,134,22539335.69,2020-01-01 00:00:00
PB,2020,1,135,4854987.67,2020-01-01 00:00:00
PB,2020,1,139,274188812.42,2020-01-01 00:00:00
PB,2020,1,211,1597294.64,2020-01-01 00:00:00
PB,2020,1,212,68922738.82,2020-01-01 00:00:00
PB,2020,1,219,70520033.46,2020-01-01 00:00:00
PB,2020,1,221,10420344.22,2020-01-01 00:00:00
PB,2020,1,222,110924103.63,2020-01-01 00:00:00
PB,2020,1,229,121344447.85,2020-01-01 00:00:00
PB,2020,1,239,683472.24,2020-01-01 00:00:00
PB,2020,1,249,24829131.96,2020-01-01 00:00:00
PB,2020,1,399,575571225.93,2020-01-01 00:00:00
PB,2020,1,409,40717820.67,2020-01-01 00:00:00
PB,2020,1,419,3230069.91,2020-01-01 00:00:00
PB,2020,1,429,1567077.78,2020-01-01 00:00:00
PB,2020,1,439,6338700.46,2020-01-01 00:00:00
PB,2020,1,499,51853668.82,2020-01-01 00:00:00
PB,2020,1,999,627424894.75,2020-01-01 00:00:00
PB,2020,10,119,800508.6,2020-10-01 00:00:00
PB,2020,10,129,87652734.61,2020-10-01 00:00:00
PB,2020,10,131,120832705.03,2020-10-01 00:00:00
PB,2020,10,132,120979845.36,2020-10-01 00:00:00
PB,2020,10,133,10697334.5,2020-10-01 00:00:00
PB,2020,10,134,20858146.53,2020-10-01 00:00:00
PB,2020,10,135,3857658.13,2020-10-01 00:00:00
PB,2020,10,139,277225689.55,2020-10-01 00:00:00
PB,2020,10,211,1135897.32,2020-10-01 00:00:00
PB,2020,10,212,59993851.76,2020-10-01 00:00:00
PB,2020,10,219,61129749.08,2020-10-01 00:00:00
PB,2020,10,221,8725688.81,2020-10-01 00:00:00
PB,2020,10,222,102790433.26,2020-10-01 00:00:00
PB,2020,10,229,111516122.07,2020-10-01 00:00:00
PB,2020,10,239,451099.71,2020-10-01 00:00:00
PB,2020,10,249,21277445.85,2020-10-01 00:00:00
PB,2020,10,399,560053349.47,2020-10-01 00:00:00
PB,2020,10,409,35086840.84,2020-10-01 00:00:00
PB,2020,10,419,4961488.6,2020-10-01 00:00:00
PB,2020,10,429,1561845.64,2020-10-01 00:00:00
PB,2020,10,439,5114524.48,2020-10-01 00:00:00
PB,2020,10,499,46724699.56,2020-10-01 00:00:00
PB,2020,10,999,606778049.03,2020-10-01 00:00:00
PB,2020,2,119,779735.03,2020-02-01 00:00:00
PB,2020,2,129,68721178.48,2020-02-01 00:00:00
PB,2020,2,131,89366126.97,2020-02-01 00:00:00
PB,2020,2,132,96840772.15,2020-02-01 00:00:00
PB,2020,2,133,9706835.76,2020-02-01 00:00:00
PB,2020,2,134,23651452.52,2020-02-01 00:00:00
PB,2020,2,135,4629503.87,2020-02-01 00:00:00
PB,2020,2,139,224194691.27,2020-02-01 00:00:00
PB,2020,2,211,1095123.33,2020-02-01 00:00:00
PB,2020,2,212,67626099.96,2020-02-01 00:00:00
PB,2020,2,219,68721223.29,2020-02-01 00:00:00
PB,2020,2,221,9430634.09,2020-02-01 00:00:00
PB,2020,2,222,107705170.39,2020-02-01 00:00:00
PB,2020,2,229,117135804.48,2020-02-01 00:00:00
PB,2020,2,239,402624.05,2020-02-01 00:00:00
PB,2020,2,249,21967752.96,2020-02-01 00:00:00
PB,2020,2,399,501923009.56,2020-02-01 00:00:00
PB,2020,2,409,30038271.78,2020-02-01 00:00:00
PB,2020,2,419,2468939.24,2020-02-01 00:00:00
PB,2020,2,429,1692051.36,2020-02-01 00:00:00
PB,2020,2,439,5469215.52,2020-02-01 00:00:00
PB,2020,2,499,39668477.9,2020-02-01 00:00:00
PB,2020,2,999,541591487.46,2020-02-01 00:00:00
PB,2020,3,119,649451.93,2020-03-01 00:00:00
PB,2020,3,129,75092711.53,2020-03-01 00:00:00
PB,2020,3,131,89687128.17,2020-03-01 00:00:00
PB,2020,3,132,87843334.6,2020-03-01 00:00:00
PB,2020,3,133,7818765.95,2020-03-01 00:00:00
PB,2020,3,134,22045704.51,2020-03-01 00:00:00
PB,2020,3,135,3373263.66,2020-03-01 00:00:00
PB,2020,3,139,210768196.89,2020-03-01 00:00:00
PB,2020,3,211,841272.24,2020-03-01 00:00:00
PB,2020,3,212,66155677.13,2020-03-01 00:00:00
PB,2020,3,219,66996949.37,2020-03-01 00:00:00
PB,2020,3,221,6243689.37,2020-03-01 00:00:00
PB,2020,3,222,88777196.23,2020-03-01 00:00:00
PB,2020,3,229,95020885.6,2020-03-01 00:00:00
PB,2020,3,239,420290.32,2020-03-01 00:00:00
PB,2020,3,249,18887497.96,2020-03-01 00:00:00
PB,2020,3,399,467835983.6,2020-03-01 00:00:00
PB,2020,3,409,29006030.59,2020-03-01 00:00:00
PB,2020,3,419,2339860.15,2020-03-01 00:00:00
PB,2020,3,429,1747577.46,2020-03-01 00:00:00
PB,2020,3,439,4698300.19,2020-03-01 00:00:00
PB,2020,3,499,37791768.39,2020-03-01 00:00:00
PB,2020,3,999,505627751.99,2020-03-01 00:00:00
PB,2020,4,119,621131.08,2020-04-01 00:00:00
PB,2020,4,129,51126956.94,2020-04-01 00:00:00
PB,2020,4,131,99675302.9,2020-04-01 00:00:00
PB,2020,4,132,71577230.78,2020-04-01 00:00:00
PB,2020,4,133,6346293.28,2020-04-01 00:00:00
PB,2020,4,134,21111411.06,2020-04-01 00:00:00
PB,2020,4,135,1992499.42,2020-04-01 00:00:00
PB,2020,4,139,200702737.44,2020-04-01 00:00:00
PB,2020,4,211,1025144.8,2020-04-01 00:00:00
PB,2020,4,212,65910076.83,2020-04-01 00:00:00
PB,2020,4,219,66935221.63,2020-04-01 00:00:00
PB,2020,4,221,6769449.75,2020-04-01 00:00:00
PB,2020,4,222,87059353.77,2020-04-01 00:00:00
PB,2020,4,229,93828803.52,2020-04-01 00:00:00
PB,2020,4,239,176619.85,2020-04-01 00:00:00
PB,2020,4,249,16102172.07,2020-04-01 00:00:00
PB,2020,4,399,429493642.53,2020-04-01 00:00:00
PB,2020,4,409,18959432.96,2020-04-01 00:00:00
PB,2020,4,419,1111445.93,2020-04-01 00:00:00
PB,2020,4,429,858017.6,2020-04-01 00:00:00
PB,2020,4,439,5582152.1,2020-04-01 00:00:00
PB,2020,4,499,26511048.59,2020-04-01 00:00:00
PB,2020,4,999,456004691.12,2020-04-01 00:00:00
PB,2020,5,119,623505.17,2020-05-01 00:00:00
PB,2020,5,129,41127858.54,2020-05-01 00:00:00
PB,2020,5,131,68981770.99,2020-05-01 00:00:00
PB,2020,5,132,74775352.02,2020-05-01 00:00:00
PB,2020,5,133,5476277.69,2020-05-01 00:00:00
PB,2020,5,134,19733559.9,2020-05-01 00:00:00
PB,2020,5,135,2030112.87,2020-05-01 00:00:00
PB,2020,5,139,170997073.47,2020-05-01 00:00:00
PB,2020,5,211,933506.24,2020-05-01 00:00:00
PB,2020,5,212,63355739.69,2020-05-01 00:00:00
PB,2020,5,219,64289245.93,2020-05-01 00:00:00
PB,2020,5,221,9061393.35,2020-05-01 00:00:00
PB,2020,5,222,56664218.88,2020-05-01 00:00:00
PB,2020,5,229,65725612.23,2020-05-01 00:00:00
PB,2020,5,239,179697.81,2020-05-01 00:00:00
PB,2020,5,249,13715570.81,2020-05-01 00:00:00
PB,2020,5,399,356658563.96,2020-05-01 00:00:00
PB,2020,5,409,28061622.84,2020-05-01 00:00:00
PB,2020,5,419,1116252.95,2020-05-01 00:00:00
PB,2020,5,429,909140.74,2020-05-01 00:00:00
PB,2020,5,439,4203852.54,2020-05-01 00:00:00
PB,2020,5,499,34290869.07,2020-05-01 00:00:00
PB,2020,5,999,390949433.03,2020-05-01 00:00:00
PB,2020,6,119,503133.91,2020-06-01 00:00:00
PB,2020,6,129,55491467.86,2020-06-01 00:00:00
PB,2020,6,131,95517897.18,2020-06-01 00:00:00
PB,2020,6,132,89463036.67,2020-06-01 00:00:00
PB,2020,6,133,7485983.15,2020-06-01 00:00:00
PB,2020,6,134,19436343.23,2020-06-01 00:00:00
PB,2020,6,135,1981021.32,2020-06-01 00:00:00
PB,2020,6,139,213884281.55,2020-06-01 00:00:00
PB,2020,6,211,1203268.38,2020-06-01 00:00:00
PB,2020,6,212,62424463.57,2020-06-01 00:00:00
PB,2020,6,219,63627731.95,2020-06-01 00:00:00
PB,2020,6,221,5358307.94,2020-06-01 00:00:00
PB,2020,6,222,84970344.02,2020-06-01 00:00:00
PB,2020,6,229,90328651.96,2020-06-01 00:00:00
PB,2020,6,239,147574.24,2020-06-01 00:00:00
PB,2020,6,249,16710723.4,2020-06-01 00:00:00
PB,2020,6,399,440693564.87,2020-06-01 00:00:00
PB,2020,6,409,47325350.74,2020-06-01 00:00:00
PB,2020,6,419,2085820.85,2020-06-01 00:00:00
PB,2020,6,429,1135499.49,2020-06-01 00:00:00
PB,2020,6,439,4415893.22,2020-06-01 00:00:00
PB,2020,6,499,54962564.3,2020-06-01 00:00:00
PB,2020,6,999,495656129.17,2020-06-01 00:00:00
PB,2020,7,119,660937.84,2020-07-01 00:00:00
PB,2020,7,129,73733439,2020-07-01 00:00:00
PB,2020,7,131,101333971.43,2020-07-01 00:00:00
PB,2020,7,132,99811744.06,2020-07-01 00:00:00
PB,2020,7,133,10543354.92,2020-07-01 00:00:00
PB,2020,7,134,17404817.79,2020-07-01 00:00:00
PB,2020,7,135,2695712.29,2020-07-01 00:00:00
PB,2020,7,139,231789600.49,2020-07-01 00:00:00
PB,2020,7,211,991543.51,2020-07-01 00:00:00
PB,2020,7,212,51205758.5,2020-07-01 00:00:00
PB,2020,7,219,52197302.01,2020-07-01 00:00:00
PB,2020,7,221,6530863.56,2020-07-01 00:00:00
PB,2020,7,222,75153717.52,2020-07-01 00:00:00
PB,2020,7,229,81684581.08,2020-07-01 00:00:00
PB,2020,7,239,248160.58,2020-07-01 00:00:00
PB,2020,7,249,19007686.49,2020-07-01 00:00:00
PB,2020,7,399,459321707.49,2020-07-01 00:00:00
PB,2020,7,409,54337685.67,2020-07-01 00:00:00
PB,2020,7,419,3978929.66,2020-07-01 00:00:00
PB,2020,7,429,1704394.38,2020-07-01 00:00:00
PB,2020,7,439,5938609.06,2020-07-01 00:00:00
PB,2020,7,499,65959618.77,2020-07-01 00:00:00
PB,2020,7,999,525281326.26,2020-07-01 00:00:00
PB,2020,8,119,750057.02,2020-08-01 00:00:00
PB,2020,8,129,82732453.41,2020-08-01 00:00:00
PB,2020,8,131,119570153.51,2020-08-01 00:00:00
PB,2020,8,132,121735451.11,2020-08-01 00:00:00
PB,2020,8,133,10301080.93,2020-08-01 00:00:00
PB,2020,8,134,19032621.68,2020-08-01 00:00:00
PB,2020,8,135,2917483.31,2020-08-01 00:00:00
PB,2020,8,139,273556790.54,2020-08-01 00:00:00
PB,2020,8,211,1045191.31,2020-08-01 00:00:00
PB,2020,8,212,56192914.22,2020-08-01 00:00:00
PB,2020,8,219,57238105.53,2020-08-01 00:00:00
PB,2020,8,221,7351790.59,2020-08-01 00:00:00
PB,2020,8,222,82136985.12,2020-08-01 00:00:00
PB,2020,8,229,89488775.71,2020-08-01 00:00:00
PB,2020,8,239,593386.33,2020-08-01 00:00:00
PB,2020,8,249,19560334.6,2020-08-01 00:00:00
PB,2020,8,399,523919903.14,2020-08-01 00:00:00
PB,2020,8,409,46694257.26,2020-08-01 00:00:00
PB,2020,8,419,2997933.1,2020-08-01 00:00:00
PB,2020,8,429,1787143.32,2020-08-01 00:00:00
PB,2020,8,439,5252292.82,2020-08-01 00:00:00
PB,2020,8,499,56731626.5,2020-08-01 00:00:00
PB,2020,8,999,580651529.64,2020-08-01 00:00:00
PB,2020,9,119,731145.99,2020-09-01 00:00:00
PB,2020,9,129,80549114.28,2020-09-01 00:00:00
PB,2020,9,131,117586577.56,2020-09-01 00:00:00
PB,2020,9,132,133295315.65,2020-09-01 00:00:00
PB,2020,9,133,9815563.07,2020-09-01 00:00:00
PB,2020,9,134,18459229.07,2020-09-01 00:00:00
PB,2020,9,135,3645943.46,2020-09-01 00:00:00
PB,2020,9,139,282802628.81,2020-09-01 00:00:00
PB,2020,9,211,1084643.15,2020-09-01 00:00:00
PB,2020,9,212,56960529.44,2020-09-01 00:00:00
PB,2020,9,219,58045172.59,2020-09-01 00:00:00
PB,2020,9,221,9641775.81,2020-09-01 00:00:00
PB,2020,9,222,97430827.34,2020-09-01 00:00:00
PB,2020,9,229,107072603.15,2020-09-01 00:00:00
PB,2020,9,239,440382.4,2020-09-01 00:00:00
PB,2020,9,249,19746920.76,2020-09-01 00:00:00
PB,2020,9,399,549387967.98,2020-09-01 00:00:00
PB,2020,9,409,43299323.61,2020-09-01 00:00:00
PB,2020,9,419,4998693.61,2020-09-01 00:00:00
