sg_uf,ano_arrecadacao,mes_arrecadacao,co_tipo_arrecadacao,va_arrecadacao,DATA_BASE
ES,2020,9,239,8274958.05,2020-09-01 00:00:00
ES,2020,9,249,12812949.67,2020-09-01 00:00:00
ES,2020,9,399,1063102401.48,2020-09-01 00:00:00
ES,2020,9,409,33314558.69,2020-09-01 00:00:00
ES,2020,9,419,6943389.07,2020-09-01 00:00:00
ES,2020,9,429,47486164.02,2020-09-01 00:00:00
ES,2020,9,439,29252803.71,2020-09-01 00:00:00
ES,2020,9,499,116996915.49,2020-09-01 00:00:00
ES,2020,9,999,1180099316.97,2020-09-01 00:00:00
GO,2018,1,119,23485942,2018-01-01 00:00:00
GO,2018,1,129,265006303,2018-01-01 00:00:00
GO,2018,1,131,213441912,2018-01-01 00:00:00
GO,2018,1,132,188796270,2018-01-01 00:00:00
GO,2018,1,133,24650155,2018-01-01 00:00:00
GO,2018,1,134,83976823,2018-01-01 00:00:00
GO,2018,1,135,3623006,2018-01-01 00:00:00
GO,2018,1,139,514488169,2018-01-01 00:00:00
GO,2018,1,211,2053702,2018-01-01 00:00:00
GO,2018,1,212,170229214,2018-01-01 00:00:00
GO,2018,1,219,172282917,2018-01-01 00:00:00
GO,2018,1,221,55054017,2018-01-01 00:00:00
GO,2018,1,222,240350597,2018-01-01 00:00:00
GO,2018,1,229,295404615,2018-01-01 00:00:00
GO,2018,1,239,10373383,2018-01-01 00:00:00
GO,2018,1,249,42742828,2018-01-01 00:00:00
GO,2018,1,399,1323784159,2018-01-01 00:00:00
GO,2018,1,409,65904865,2018-01-01 00:00:00
GO,2018,1,419,21850546,2018-01-01 00:00:00
GO,2018,1,429,35550491,2018-01-01 00:00:00
GO,2018,1,439,13650137,2018-01-01 00:00:00
GO,2018,1,499,136956041,2018-01-01 00:00:00
GO,2018,1,999,1460740201,2018-01-01 00:00:00
GO,2018,10,119,29002433,2018-10-01 00:00:00
GO,2018,10,129,237016339,2018-10-01 00:00:00
GO,2018,10,131,207185015,2018-10-01 00:00:00
GO,2018,10,132,203233177,2018-10-01 00:00:00
GO,2018,10,133,29048120,2018-10-01 00:00:00
GO,2018,10,134,75145282,2018-10-01 00:00:00
GO,2018,10,135,4679736,2018-10-01 00:00:00
GO,2018,10,139,519291332,2018-10-01 00:00:00
GO,2018,10,211,662230,2018-10-01 00:00:00
GO,2018,10,212,167580464,2018-10-01 00:00:00
GO,2018,10,219,168242694,2018-10-01 00:00:00
GO,2018,10,221,102172903,2018-10-01 00:00:00
GO,2018,10,222,265236705,2018-10-01 00:00:00
GO,2018,10,229,367409609,2018-10-01 00:00:00
GO,2018,10,239,10016809,2018-10-01 00:00:00
GO,2018,10,249,37593416,2018-10-01 00:00:00
GO,2018,10,399,1368572635,2018-10-01 00:00:00
GO,2018,10,409,153720633,2018-10-01 00:00:00
GO,2018,10,419,143617681,2018-10-01 00:00:00
GO,2018,10,429,36037873,2018-10-01 00:00:00
GO,2018,10,439,13851068,2018-10-01 00:00:00
GO,2018,10,499,347227257,2018-10-01 00:00:00
GO,2018,10,999,1715799892,2018-10-01 00:00:00
GO,2018,11,119,27706870,2018-11-01 00:00:00
GO,2018,11,129,245960262,2018-11-01 00:00:00
GO,2018,11,131,219957856,2018-11-01 00:00:00
GO,2018,11,132,186487580,2018-11-01 00:00:00
GO,2018,11,133,30294713,2018-11-01 00:00:00
GO,2018,11,134,75147419,2018-11-01 00:00:00
GO,2018,11,135,4675917,2018-11-01 00:00:00
GO,2018,11,139,516563487,2018-11-01 00:00:00
GO,2018,11,211,1879418,2018-11-01 00:00:00
GO,2018,11,212,193359214,2018-11-01 00:00:00
GO,2018,11,219,195238632,2018-11-01 00:00:00
GO,2018,11,221,123122459,2018-11-01 00:00:00
GO,2018,11,222,240752239,2018-11-01 00:00:00
GO,2018,11,229,363874698,2018-11-01 00:00:00
GO,2018,11,239,10106481,2018-11-01 00:00:00
GO,2018,11,249,38013046,2018-11-01 00:00:00
GO,2018,11,399,1397463480,2018-11-01 00:00:00
GO,2018,11,409,182487992,2018-11-01 00:00:00
GO,2018,11,419,7594805,2018-11-01 00:00:00
GO,2018,11,429,38535941,2018-11-01 00:00:00
GO,2018,11,439,16753554,2018-11-01 00:00:00
GO,2018,11,499,245372293,2018-11-01 00:00:00
GO,2018,11,999,1642835773,2018-11-01 00:00:00
GO,2018,12,119,29103333,2018-12-01 00:00:00
GO,2018,12,129,274488277,2018-12-01 00:00:00
GO,2018,12,131,243025045,2018-12-01 00:00:00
GO,2018,12,132,228671540,2018-12-01 00:00:00
GO,2018,12,133,29182753,2018-12-01 00:00:00
GO,2018,12,134,78831112,2018-12-01 00:00:00
GO,2018,12,135,5389675,2018-12-01 00:00:00
GO,2018,12,139,585100127,2018-12-01 00:00:00
GO,2018,12,211,3627130,2018-12-01 00:00:00
GO,2018,12,212,174299842,2018-12-01 00:00:00
GO,2018,12,219,177926972,2018-12-01 00:00:00
GO,2018,12,221,114621544,2018-12-01 00:00:00
GO,2018,12,222,174798620,2018-12-01 00:00:00
GO,2018,12,229,289420165,2018-12-01 00:00:00
GO,2018,12,239,88735769,2018-12-01 00:00:00
GO,2018,12,249,38448913,2018-12-01 00:00:00
GO,2018,12,399,1483223558,2018-12-01 00:00:00
GO,2018,12,409,63122573,2018-12-01 00:00:00
GO,2018,12,419,21570340,2018-12-01 00:00:00
GO,2018,12,429,37760163,2018-12-01 00:00:00
GO,2018,12,439,14513571,2018-12-01 00:00:00
GO,2018,12,499,136966648,2018-12-01 00:00:00
GO,2018,12,999,1620190207,2018-12-01 00:00:00
GO,2018,2,119,22162097,2018-02-01 00:00:00
GO,2018,2,129,218558614,2018-02-01 00:00:00
GO,2018,2,131,191472109,2018-02-01 00:00:00
GO,2018,2,132,151304626,2018-02-01 00:00:00
GO,2018,2,133,21407212,2018-02-01 00:00:00
GO,2018,2,134,86887843,2018-02-01 00:00:00
GO,2018,2,135,2342173,2018-02-01 00:00:00
GO,2018,2,139,453413964,2018-02-01 00:00:00
GO,2018,2,211,1328587,2018-02-01 00:00:00
GO,2018,2,212,154138604,2018-02-01 00:00:00
GO,2018,2,219,155467191,2018-02-01 00:00:00
GO,2018,2,221,74465416,2018-02-01 00:00:00
GO,2018,2,222,235665666,2018-02-01 00:00:00
GO,2018,2,229,310131082,2018-02-01 00:00:00
GO,2018,2,239,9310177,2018-02-01 00:00:00
GO,2018,2,249,40616424,2018-02-01 00:00:00
GO,2018,2,399,1209659553,2018-02-01 00:00:00
GO,2018,2,409,74040451,2018-02-01 00:00:00
GO,2018,2,419,17123669,2018-02-01 00:00:00
GO,2018,2,429,32171445,2018-02-01 00:00:00
GO,2018,2,439,12484513,2018-02-01 00:00:00
GO,2018,2,499,135820080,2018-02-01 00:00:00
GO,2018,2,999,1345479633,2018-02-01 00:00:00
GO,2018,3,119,21548530,2018-03-01 00:00:00
GO,2018,3,129,208493542,2018-03-01 00:00:00
GO,2018,3,131,195052017,2018-03-01 00:00:00
GO,2018,3,132,133442886,2018-03-01 00:00:00
GO,2018,3,133,21891705,2018-03-01 00:00:00
GO,2018,3,134,70885767,2018-03-01 00:00:00
GO,2018,3,135,2043052,2018-03-01 00:00:00
GO,2018,3,139,423315429,2018-03-01 00:00:00
GO,2018,3,211,5295130,2018-03-01 00:00:00
GO,2018,3,212,144279409,2018-03-01 00:00:00
GO,2018,3,219,149574539,2018-03-01 00:00:00
GO,2018,3,221,76681112,2018-03-01 00:00:00
GO,2018,3,222,231606456,2018-03-01 00:00:00
GO,2018,3,229,308287569,2018-03-01 00:00:00
GO,2018,3,239,10998197,2018-03-01 00:00:00
GO,2018,3,249,32842029,2018-03-01 00:00:00
GO,2018,3,399,1155059839,2018-03-01 00:00:00
GO,2018,3,409,113644946,2018-03-01 00:00:00
GO,2018,3,419,31738052,2018-03-01 00:00:00
GO,2018,3,429,33769740,2018-03-01 00:00:00
GO,2018,3,439,11458500,2018-03-01 00:00:00
GO,2018,3,499,190611240,2018-03-01 00:00:00
GO,2018,3,999,1345671080,2018-03-01 00:00:00
GO,2018,4,119,21449119,2018-04-01 00:00:00
GO,2018,4,129,220094701,2018-04-01 00:00:00
GO,2018,4,131,200246216,2018-04-01 00:00:00
GO,2018,4,132,163455661,2018-04-01 00:00:00
GO,2018,4,133,25425244,2018-04-01 00:00:00
GO,2018,4,134,80402802,2018-04-01 00:00:00
GO,2018,4,135,2331851,2018-04-01 00:00:00
GO,2018,4,139,471861775,2018-04-01 00:00:00
GO,2018,4,211,7248869,2018-04-01 00:00:00
GO,2018,4,212,156361096,2018-04-01 00:00:00
GO,2018,4,219,163609965,2018-04-01 00:00:00
GO,2018,4,221,95006332,2018-04-01 00:00:00
GO,2018,4,222,266712467,2018-04-01 00:00:00
GO,2018,4,229,361718799,2018-04-01 00:00:00
GO,2018,4,239,10044312,2018-04-01 00:00:00
GO,2018,4,249,32715149,2018-04-01 00:00:00
GO,2018,4,399,1281493824,2018-04-01 00:00:00
GO,2018,4,409,122522255,2018-04-01 00:00:00
GO,2018,4,419,21001970,2018-04-01 00:00:00
GO,2018,4,429,35463500,2018-04-01 00:00:00
GO,2018,4,439,14970729,2018-04-01 00:00:00
GO,2018,4,499,193958456,2018-04-01 00:00:00
GO,2018,4,999,1475452280,2018-04-01 00:00:00
GO,2018,5,119,19037684,2018-05-01 00:00:00
GO,2018,5,129,215105089,2018-05-01 00:00:00
GO,2018,5,131,192755715,2018-05-01 00:00:00
GO,2018,5,132,169219836,2018-05-01 00:00:00
GO,2018,5,133,23272952,2018-05-01 00:00:00
GO,2018,5,134,82867199,2018-05-01 00:00:00
GO,2018,5,135,2740628,2018-05-01 00:00:00
GO,2018,5,139,470856332,2018-05-01 00:00:00
GO,2018,5,211,3512134,2018-05-01 00:00:00
GO,2018,5,212,219063474,2018-05-01 00:00:00
GO,2018,5,219,222575609,2018-05-01 00:00:00
GO,2018,5,221,58292082,2018-05-01 00:00:00
GO,2018,5,222,235032223,2018-05-01 00:00:00
GO,2018,5,229,293324305,2018-05-01 00:00:00
GO,2018,5,239,10593046,2018-05-01 00:00:00
GO,2018,5,249,29064225,2018-05-01 00:00:00
GO,2018,5,399,1260556293,2018-05-01 00:00:00
GO,2018,5,409,121719817,2018-05-01 00:00:00
GO,2018,5,419,19443054,2018-05-01 00:00:00
GO,2018,5,429,30248459,2018-05-01 00:00:00
GO,2018,5,439,13828752,2018-05-01 00:00:00
GO,2018,5,499,185240083,2018-05-01 00:00:00
GO,2018,5,999,1445796377,2018-05-01 00:00:00
GO,2018,6,119,21516802,2018-06-01 00:00:00
GO,2018,6,129,205579887,2018-06-01 00:00:00
GO,2018,6,131,200740218,2018-06-01 00:00:00
GO,2018,6,132,188379729,2018-06-01 00:00:00
GO,2018,6,133,22987025,2018-06-01 00:00:00
GO,2018,6,134,85951642,2018-06-01 00:00:00
GO,2018,6,135,2329974,2018-06-01 00:00:00
GO,2018,6,139,500388589,2018-06-01 00:00:00
GO,2018,6,211,2489212,2018-06-01 00:00:00
GO,2018,6,212,147544391,2018-06-01 00:00:00
GO,2018,6,219,150033603,2018-06-01 00:00:00
GO,2018,6,221,56320820,2018-06-01 00:00:00
GO,2018,6,222,271196501,2018-06-01 00:00:00
GO,2018,6,229,327517322,2018-06-01 00:00:00
GO,2018,6,239,9842405,2018-06-01 00:00:00
GO,2018,6,249,35938019,2018-06-01 00:00:00
GO,2018,6,399,1250816630,2018-06-01 00:00:00
GO,2018,6,409,117469072,2018-06-01 00:00:00
GO,2018,6,419,21956626,2018-06-01 00:00:00
GO,2018,6,429,29754030,2018-06-01 00:00:00
GO,2018,6,439,12305814,2018-06-01 00:00:00
GO,2018,6,499,181485543,2018-06-01 00:00:00
GO,2018,6,999,1432302174,2018-06-01 00:00:00
GO,2018,7,119,29198705,2018-07-01 00:00:00
GO,2018,7,129,253800642,2018-07-01 00:00:00
GO,2018,7,131,206718670,2018-07-01 00:00:00
GO,2018,7,132,170732354,2018-07-01 00:00:00
GO,2018,7,133,28973374,2018-07-01 00:00:00
GO,2018,7,134,88163188,2018-07-01 00:00:00
GO,2018,7,135,3693272,2018-07-01 00:00:00
GO,2018,7,139,498280859,2018-07-01 00:00:00
GO,2018,7,211,5585785,2018-07-01 00:00:00
GO,2018,7,212,168800611,2018-07-01 00:00:00
GO,2018,7,219,174386397,2018-07-01 00:00:00
GO,2018,7,221,104582893,2018-07-01 00:00:00
GO,2018,7,222,251809766,2018-07-01 00:00:00
GO,2018,7,229,356392659,2018-07-01 00:00:00
GO,2018,7,239,9895008,2018-07-01 00:00:00
GO,2018,7,249,41585939,2018-07-01 00:00:00
GO,2018,7,399,1363540212,2018-07-01 00:00:00
GO,2018,7,409,127470190,2018-07-01 00:00:00
GO,2018,7,419,19455347,2018-07-01 00:00:00
GO,2018,7,429,34786915,2018-07-01 00:00:00
GO,2018,7,439,16812275,2018-07-01 00:00:00
GO,2018,7,499,198524729,2018-07-01 00:00:00
GO,2018,7,999,1562064941,2018-07-01 00:00:00
GO,2018,8,119,27851642,2018-08-01 00:00:00
GO,2018,8,129,229068100,2018-08-01 00:00:00
GO,2018,8,131,200529320,2018-08-01 00:00:00
GO,2018,8,132,193036714,2018-08-01 00:00:00
GO,2018,8,133,31444188,2018-08-01 00:00:00
GO,2018,8,134,78741945,2018-08-01 00:00:00
GO,2018,8,135,3642416,2018-08-01 00:00:00
GO,2018,8,139,507394585,2018-08-01 00:00:00
GO,2018,8,211,861099,2018-08-01 00:00:00
GO,2018,8,212,163164714,2018-08-01 00:00:00
GO,2018,8,219,164025814,2018-08-01 00:00:00
GO,2018,8,221,92556514,2018-08-01 00:00:00
GO,2018,8,222,261125220,2018-08-01 00:00:00
GO,2018,8,229,353681734,2018-08-01 00:00:00
GO,2018,8,239,9592691,2018-08-01 00:00:00
GO,2018,8,249,36618647,2018-08-01 00:00:00
GO,2018,8,399,1328233216,2018-08-01 00:00:00
GO,2018,8,409,132653313,2018-08-01 00:00:00
GO,2018,8,419,27234769,2018-08-01 00:00:00
GO,2018,8,429,34599604,2018-08-01 00:00:00
GO,2018,8,439,15021696,2018-08-01 00:00:00
GO,2018,8,499,209509384,2018-08-01 00:00:00
GO,2018,8,999,1537742600,2018-08-01 00:00:00
GO,2018,9,119,27350905,2018-09-01 00:00:00
GO,2018,9,129,240309093,2018-09-01 00:00:00
GO,2018,9,131,218850279,2018-09-01 00:00:00
GO,2018,9,132,190705234,2018-09-01 00:00:00
GO,2018,9,133,30550056,2018-09-01 00:00:00
GO,2018,9,134,82230144,2018-09-01 00:00:00
GO,2018,9,135,4439425,2018-09-01 00:00:00
GO,2018,9,139,526775140,2018-09-01 00:00:00
GO,2018,9,211,1292652,2018-09-01 00:00:00
GO,2018,9,212,176473307,2018-09-01 00:00:00
GO,2018,9,219,177765959,2018-09-01 00:00:00
GO,2018,9,221,94613375,2018-09-01 00:00:00
GO,2018,9,222,220350148,2018-09-01 00:00:00
GO,2018,9,229,314963523,2018-09-01 00:00:00
GO,2018,9,239,10923629,2018-09-01 00:00:00
GO,2018,9,249,34160768,2018-09-01 00:00:00
GO,2018,9,399,1332249020,2018-09-01 00:00:00
GO,2018,9,409,156447107,2018-09-01 00:00:00
GO,2018,9,419,38587316,2018-09-01 00:00:00
GO,2018,9,429,35252523,2018-09-01 00:00:00
GO,2018,9,439,14109430,2018-09-01 00:00:00
GO,2018,9,499,244396377,2018-09-01 00:00:00
GO,2018,9,999,1576645398,2018-09-01 00:00:00
GO,2019,1,119,33328350,2019-01-01 00:00:00
GO,2019,1,129,266433423,2019-01-01 00:00:00
GO,2019,1,131,231272947,2019-01-01 00:00:00
GO,2019,1,132,238135107,2019-01-01 00:00:00
GO,2019,1,133,28273834,2019-01-01 00:00:00
GO,2019,1,134,79646857,2019-01-01 00:00:00
GO,2019,1,135,3884076,2019-01-01 00:00:00
GO,2019,1,139,581212822,2019-01-01 00:00:00
GO,2019,1,211,2973123,2019-01-01 00:00:00
GO,2019,1,212,183770099,2019-01-01 00:00:00
GO,2019,1,219,186743222,2019-01-01 00:00:00
GO,2019,1,221,111636236,2019-01-01 00:00:00
GO,2019,1,222,247059024,2019-01-01 00:00:00
GO,2019,1,229,358695260,2019-01-01 00:00:00
GO,2019,1,239,10874967,2019-01-01 00:00:00
GO,2019,1,249,38243534,2019-01-01 00:00:00
GO,2019,1,399,1475531582,2019-01-01 00:00:00
GO,2019,1,409,74938053,2019-01-01 00:00:00
GO,2019,1,419,16650929,2019-01-01 00:00:00
GO,2019,1,429,35823010,2019-01-01 00:00:00
GO,2019,1,439,14728879,2019-01-01 00:00:00
GO,2019,1,499,142140872,2019-01-01 00:00:00
GO,2019,1,999,1617672454,2019-01-01 00:00:00
GO,2019,10,119,36956795.83,2019-10-01 00:00:00
GO,2019,10,129,274791377.77,2019-10-01 00:00:00
GO,2019,10,131,238031839.07,2019-10-01 00:00:00
GO,2019,10,132,203109318.83,2019-10-01 00:00:00
GO,2019,10,133,32715896.03,2019-10-01 00:00:00
GO,2019,10,134,70541266.71,2019-10-01 00:00:00
GO,2019,10,135,3839791.21,2019-10-01 00:00:00
GO,2019,10,139,548238111.85,2019-10-01 00:00:00
GO,2019,10,211,2372859.5,2019-10-01 00:00:00
GO,2019,10,212,247126640.96,2019-10-01 00:00:00
GO,2019,10,219,249499500.46,2019-10-01 00:00:00
GO,2019,10,221,162236310.42,2019-10-01 00:00:00
GO,2019,10,222,229654010.56,2019-10-01 00:00:00
GO,2019,10,229,391890320.98,2019-10-01 00:00:00
GO,2019,10,239,12649438.09,2019-10-01 00:00:00
GO,2019,10,249,48377453.47,2019-10-01 00:00:00
GO,2019,10,399,1562402998.45,2019-10-01 00:00:00
GO,2019,10,409,180062798.93,2019-10-01 00:00:00
GO,2019,10,419,28408673.21,2019-10-01 00:00:00
GO,2019,10,429,40156969.23,2019-10-01 00:00:00
GO,2019,10,439,16948748.54,2019-10-01 00:00:00
GO,2019,10,499,265577189.91,2019-10-01 00:00:00
GO,2019,10,999,1827980188.36,2019-10-01 00:00:00
GO,2019,11,119,28037138.24,2019-11-01 00:00:00
GO,2019,11,129,267701424.3,2019-11-01 00:00:00
GO,2019,11,131,264892571.59,2019-11-01 00:00:00
GO,2019,11,132,205691874.5,2019-11-01 00:00:00
GO,2019,11,133,33789811.94,2019-11-01 00:00:00
GO,2019,11,134,73646327.27,2019-11-01 00:00:00
GO,2019,11,135,4269324.86,2019-11-01 00:00:00
GO,2019,11,139,582289910.16,2019-11-01 00:00:00
GO,2019,11,211,2597800.6,2019-11-01 00:00:00
GO,2019,11,212,217208389.72,2019-11-01 00:00:00
GO,2019,11,219,219806190.32,2019-11-01 00:00:00
GO,2019,11,221,113260216.02,2019-11-01 00:00:00
GO,2019,11,222,230381229.66,2019-11-01 00:00:00
GO,2019,11,229,343641445.68,2019-11-01 00:00:00
GO,2019,11,239,10166506.86,2019-11-01 00:00:00
GO,2019,11,249,47363005.47,2019-11-01 00:00:00
GO,2019,11,399,1499005621.03,2019-11-01 00:00:00
GO,2019,11,409,214627266.4,2019-11-01 00:00:00
GO,2019,11,419,30719182.12,2019-11-01 00:00:00
GO,2019,11,429,41676900.31,2019-11-01 00:00:00
GO,2019,11,439,17934304.51,2019-11-01 00:00:00
GO,2019,11,499,304957653.34,2019-11-01 00:00:00
GO,2019,11,999,1803963274.37,2019-11-01 00:00:00
GO,2019,12,119,23592324.15,2019-12-01 00:00:00
GO,2019,12,129,283188316.84,2019-12-01 00:00:00
GO,2019,12,131,269678250.56,2019-12-01 00:00:00
GO,2019,12,132,224414703.28,2019-12-01 00:00:00
GO,2019,12,133,31353555.87,2019-12-01 00:00:00
GO,2019,12,134,75193533.48,2019-12-01 00:00:00
GO,2019,12,135,4520832.63,2019-12-01 00:00:00
GO,2019,12,139,605160875.82,2019-12-01 00:00:00
GO,2019,12,211,1470143.43,2019-12-01 00:00:00
GO,2019,12,212,186716555.07,2019-12-01 00:00:00
GO,2019,12,219,188186698.5,2019-12-01 00:00:00
GO,2019,12,221,131933899.78,2019-12-01 00:00:00
GO,2019,12,222,187381790.27,2019-12-01 00:00:00
GO,2019,12,229,319315690.05,2019-12-01 00:00:00
GO,2019,12,239,10643140.46,2019-12-01 00:00:00
GO,2019,12,249,48144456.97,2019-12-01 00:00:00
GO,2019,12,399,1478231502.79,2019-12-01 00:00:00
GO,2019,12,409,73748987.49,2019-12-01 00:00:00
GO,2019,12,419,25358504.5,2019-12-01 00:00:00
GO,2019,12,429,43348270.81,2019-12-01 00:00:00
GO,2019,12,439,15446873.54,2019-12-01 00:00:00
GO,2019,12,499,157902636.34,2019-12-01 00:00:00
GO,2019,12,999,1636134139.13,2019-12-01 00:00:00
GO,2019,2,119,26477111,2019-02-01 00:00:00
GO,2019,2,129,228069324,2019-02-01 00:00:00
GO,2019,2,131,215552449,2019-02-01 00:00:00
GO,2019,2,132,204355248,2019-02-01 00:00:00
GO,2019,2,133,25150944,2019-02-01 00:00:00
GO,2019,2,134,70260270,2019-02-01 00:00:00
GO,2019,2,135,3919505,2019-02-01 00:00:00
GO,2019,2,139,519238418,2019-02-01 00:00:00
GO,2019,2,211,1762546,2019-02-01 00:00:00
GO,2019,2,212,203971946,2019-02-01 00:00:00
GO,2019,2,219,205734493,2019-02-01 00:00:00
GO,2019,2,221,112012569,2019-02-01 00:00:00
GO,2019,2,222,191250090,2019-02-01 00:00:00
GO,2019,2,229,303262660,2019-02-01 00:00:00
GO,2019,2,239,9811535,2019-02-01 00:00:00
GO,2019,2,249,38009798,2019-02-01 00:00:00
GO,2019,2,399,1330603342,2019-02-01 00:00:00
GO,2019,2,409,86392843,2019-02-01 00:00:00
GO,2019,2,419,25844245,2019-02-01 00:00:00
GO,2019,2,429,39877232,2019-02-01 00:00:00
GO,2019,2,439,14731370,2019-02-01 00:00:00
GO,2019,2,499,166845691,2019-02-01 00:00:00
GO,2019,2,999,1497449033,2019-02-01 00:00:00
GO,2019,3,119,21006742,2019-03-01 00:00:00
GO,2019,3,129,229868678,2019-03-01 00:00:00
GO,2019,3,131,214980724,2019-03-01 00:00:00
GO,2019,3,132,176068717,2019-03-01 00:00:00
GO,2019,3,133,25327785,2019-03-01 00:00:00
GO,2019,3,134,64379657,2019-03-01 00:00:00
GO,2019,3,135,3479595,2019-03-01 00:00:00
GO,2019,3,139,484236479,2019-03-01 00:00:00
GO,2019,3,211,1862412,2019-03-01 00:00:00
GO,2019,3,212,198534435,2019-03-01 00:00:00
GO,2019,3,219,200396847,2019-03-01 00:00:00
GO,2019,3,221,114431788,2019-03-01 00:00:00
GO,2019,3,222,219520888,2019-03-01 00:00:00
GO,2019,3,229,333952676,2019-03-01 00:00:00
GO,2019,3,239,10689902,2019-03-01 00:00:00
GO,2019,3,249,33592924,2019-03-01 00:00:00
GO,2019,3,399,1313744251,2019-03-01 00:00:00
GO,2019,3,409,120500886,2019-03-01 00:00:00
GO,2019,3,419,19594166,2019-03-01 00:00:00
GO,2019,3,429,36645755,2019-03-01 00:00:00
GO,2019,3,439,14424437,2019-03-01 00:00:00
GO,2019,3,499,191165245,2019-03-01 00:00:00
GO,2019,3,999,1504909497,2019-03-01 00:00:00
GO,2019,4,119,23056201,2019-04-01 00:00:00
GO,2019,4,129,250573089,2019-04-01 00:00:00
GO,2019,4,131,216060987,2019-04-01 00:00:00
GO,2019,4,132,183690388,2019-04-01 00:00:00
GO,2019,4,133,28265371,2019-04-01 00:00:00
GO,2019,4,134,68505091,2019-04-01 00:00:00
GO,2019,4,135,3688225,2019-04-01 00:00:00
GO,2019,4,139,500210064,2019-04-01 00:00:00
GO,2019,4,211,2549681,2019-04-01 00:00:00
GO,2019,4,212,193334900,2019-04-01 00:00:00
GO,2019,4,219,195884582,2019-04-01 00:00:00
GO,2019,4,221,111141741,2019-04-01 00:00:00
GO,2019,4,222,202074585,2019-04-01 00:00:00
GO,2019,4,229,313216326,2019-04-01 00:00:00
GO,2019,4,239,14214168,2019-04-01 00:00:00
GO,2019,4,249,38113545,2019-04-01 00:00:00
GO,2019,4,399,1335267977,2019-04-01 00:00:00
GO,2019,4,409,135650903,2019-04-01 00:00:00
GO,2019,4,419,26482870,2019-04-01 00:00:00
GO,2019,4,429,42334430,2019-04-01 00:00:00
GO,2019,4,439,15818463,2019-04-01 00:00:00
GO,2019,4,499,220286668,2019-04-01 00:00:00
GO,2019,4,999,1555554646,2019-04-01 00:00:00
GO,2019,5,119,23183840,2019-05-01 00:00:00
GO,2019,5,129,242768151,2019-05-01 00:00:00
GO,2019,5,131,214061646,2019-05-01 00:00:00
GO,2019,5,132,191094786,2019-05-01 00:00:00
GO,2019,5,133,29035609,2019-05-01 00:00:00
GO,2019,5,134,77288041,2019-05-01 00:00:00
GO,2019,5,135,3406976,2019-05-01 00:00:00
GO,2019,5,139,514887060,2019-05-01 00:00:00
GO,2019,5,211,2388407,2019-05-01 00:00:00
GO,2019,5,212,180755303,2019-05-01 00:00:00
GO,2019,5,219,183143710,2019-05-01 00:00:00
GO,2019,5,221,110401463,2019-05-01 00:00:00
GO,2019,5,222,237698567,2019-05-01 00:00:00
GO,2019,5,229,348100030,2019-05-01 00:00:00
GO,2019,5,239,64467343,2019-05-01 00:00:00
GO,2019,5,249,39458560,2019-05-01 00:00:00
GO,2019,5,399,1416008698,2019-05-01 00:00:00
GO,2019,5,409,135056242,2019-05-01 00:00:00
GO,2019,5,419,21347354,2019-05-01 00:00:00
GO,2019,5,429,38057801,2019-05-01 00:00:00
GO,2019,5,439,15704195,2019-05-01 00:00:00
GO,2019,5,499,210165594,2019-05-01 00:00:00
GO,2019,5,999,1626174293,2019-05-01 00:00:00
GO,2019,6,119,21842571.68,2019-06-01 00:00:00
GO,2019,6,129,261743004.07,2019-06-01 00:00:00
GO,2019,6,131,233227840.27,2019-06-01 00:00:00
GO,2019,6,132,196588297.79,2019-06-01 00:00:00
GO,2019,6,133,29833401.2,2019-06-01 00:00:00
GO,2019,6,134,80618568.88,2019-06-01 00:00:00
GO,2019,6,135,3821333.24,2019-06-01 00:00:00
GO,2019,6,139,544089441.38,2019-06-01 00:00:00
GO,2019,6,211,1374642.68,2019-06-01 00:00:00
GO,2019,6,212,188775439.06,2019-06-01 00:00:00
GO,2019,6,219,190150081.74,2019-06-01 00:00:00
GO,2019,6,221,111581605.79,2019-06-01 00:00:00
GO,2019,6,222,209614784.11,2019-06-01 00:00:00
GO,2019,6,229,321196389.9,2019-06-01 00:00:00
GO,2019,6,239,12559014.26,2019-06-01 00:00:00
GO,2019,6,249,37870196.14,2019-06-01 00:00:00
GO,2019,6,399,1389450699.17,2019-06-01 00:00:00
GO,2019,6,409,123493120.19,2019-06-01 00:00:00
GO,2019,6,419,18622875.37,2019-06-01 00:00:00
GO,2019,6,429,40838585.92,2019-06-01 00:00:00
GO,2019,6,439,15636560.32,2019-06-01 00:00:00
GO,2019,6,499,198591141.8,2019-06-01 00:00:00
GO,2019,6,999,1588041840.97,2019-06-01 00:00:00
GO,2019,7,119,28766629.8,2019-07-01 00:00:00
GO,2019,7,129,242858288.22,2019-07-01 00:00:00
GO,2019,7,131,238058082.17,2019-07-01 00:00:00
GO,2019,7,132,202286708.39,2019-07-01 00:00:00
GO,2019,7,133,30771320.46,2019-07-01 00:00:00
GO,2019,7,134,73972725.68,2019-07-01 00:00:00
GO,2019,7,135,4067444.62,2019-07-01 00:00:00
GO,2019,7,139,549156281.32,2019-07-01 00:00:00
GO,2019,7,211,1246459.67,2019-07-01 00:00:00
GO,2019,7,212,182739271.95,2019-07-01 00:00:00
GO,2019,7,219,183985731.62,2019-07-01 00:00:00
GO,2019,7,221,128486346.36,2019-07-01 00:00:00
GO,2019,7,222,246190124.78,2019-07-01 00:00:00
GO,2019,7,229,374676471.14,2019-07-01 00:00:00
